,ID,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,num_label
15,foSqAW8uRvWn3SsriOdFCLpNKY13,0.4691883623600006,0.09171818941831587,1761.2619939309695,1503.1226025668936,3165.662339154412,0.111642476000817,-283.07611083984375,98.49588775634766,-38.571102142333984,6.903114318847656,-13.28596019744873,8.524331092834473,-11.902405738830565,-7.1462364196777335,-9.789854049682617,-5.913511753082275,-5.322821140289307,-8.54090404510498,-7.395992755889893,-9.516520500183104,-0.37206122279167175,-5.6306824684143075,-2.8716402053833012,-1.8761221170425413,-4.940220832824707,-0.91497004032135,0
16,oIy4hushZORMcftMVIAxabN1QZd2,0.17893953621387482,0.038002025336027145,665.1853160537918,622.723193261001,1236.005859375,0.04397035256410257,-454.5055541992188,53.52359390258789,-10.820868492126463,5.83152437210083,-13.198415756225586,-10.48397159576416,-4.098762035369873,-8.212517738342285,-9.811382293701172,-3.009739637374878,1.8899060487747192,-8.71560001373291,-4.851658821105957,0.9470089673995972,-1.7561792135238647,-0.7861931920051575,-2.4335670471191406,-3.914948701858521,0.8323713541030884,0.7431756258010864,0
17,G5kUP2QOpVSyjK6Q9rzblmTU9vW2,0.4980416297912598,0.03854968026280403,2258.580443693505,2164.466367799491,4258.883056640625,0.14412841796875,-389.8489074707031,49.20684814453125,3.2168450355529785,-4.409415721893311,-10.752005577087402,-5.357172966003418,-3.6647448539733887,-7.135561466217041,-17.198068618774414,-4.005018711090088,-7.320818424224853,-3.4717817306518555,-5.679644107818604,-3.5641515254974365,-2.3457610607147217,-0.7259039282798767,-6.6059508323669425,-3.879633903503418,-2.4028563499450684,-5.859383583068848,0
18,XjrvY8BduPbProBlAHGDHpD2iPa2,0.5049350857734679,0.04169907793402672,3148.39557885393,2315.791574901279,5807.762345023777,0.3950168775475543,-427.3970031738281,32.45243453979492,-12.433645248413086,25.82716178894043,-21.01476287841797,5.554772853851318,-23.4232234954834,-5.267395496368408,-9.815164566040039,-12.489633560180664,-2.240199327468872,-10.789448738098145,0.6887401938438416,-9.561800956726074,-6.1002702713012695,-2.3419132232666016,-5.3021278381347665,-5.351860523223877,1.3501898050308228,-4.0916481018066415,0
19,gYPjun6LB5RvdkXcP83uDjCJyhN2,0.5037117004394531,0.017986230552196503,1879.0757077398441,1944.0523986336532,3899.8578010721412,0.15960303773271275,-516.957763671875,41.47201919555664,-2.0560669898986816,2.7863452434539795,-10.42862606048584,4.464386940002441,-2.79302978515625,-6.400620460510254,-7.8792362213134775,-3.714693546295166,-1.7925950288772583,-4.823206424713135,-1.2581700086593628,-3.2588131427764893,-0.8230928182601929,-3.246756792068481,-3.4829370975494385,-2.632343053817749,-2.3888614177703857,-2.2461683750152592,0
20,SmtHDspJwGYS9FYtjXd1IwsYRZc2,0.6282004714012146,0.023084936663508412,2491.292574293293,2118.319099250066,4797.866821289063,0.35238734654017856,-490.8213195800781,38.123146057128906,-15.941244125366213,2.5658299922943115,-3.4842629432678223,-1.595886468887329,-5.305126190185547,-10.073267936706543,-3.067511796951294,-0.9641757607460022,-3.2210147380828857,-4.787879467010498,0.00917064119130373,-0.4638820588588714,-4.802175045013428,-1.893157124519348,-1.5864131450653076,-3.0554022789001465,-1.6498249769210815,-1.3385580778121948,0
21,W42AKc6SZlNz1NOBAJrCpa3Io0E2,0.4433996379375458,0.014041844755411148,2976.456767382624,2615.308392115335,5980.104643723062,0.2674455313846983,-517.2680053710939,19.575607299804688,-1.516649842262268,2.809774398803711,1.296255350112915,-2.9647293090820312,-14.392794609069824,-10.142250061035156,-8.21414852142334,-3.895203113555908,-2.5819008350372314,0.03581961244344711,-1.964355230331421,-3.3459534645080566,-1.9228094816207888,-3.2303376197814937,-3.801619529724121,-1.9222012758255005,-5.511882781982422,-2.203028917312622,0
22,HS29AHf2AIhz8129o1BTxPfaFPT2,0.550606906414032,0.03791408613324165,2465.8636229590234,1776.8176596530602,4449.268517127404,0.2245637663118132,-455.7919006347656,50.97201156616211,-28.34002685546875,1.2296732664108276,-10.73558521270752,-7.78477144241333,-1.7574422359466553,-8.99338150024414,-3.34808087348938,0.9000909924507141,-0.11490818858146667,-4.3868937492370605,-6.497587203979492,-6.222494125366211,-4.914531707763672,-6.4543280601501465,-6.122841835021973,-3.563277244567871,-3.6767964363098153,-1.2073285579681396,0
23,31euepHD0deCxTd2nJ1wzXCk5EF3,0.4276238679885864,0.03338710591197014,2792.970137845621,2235.3557847387524,5279.397849666262,0.22424434921116504,-415.845947265625,66.48397827148439,2.7919790744781494,24.260683059692386,-39.20808029174805,14.378541946411133,-34.20212173461914,3.2240493297576904,-19.241134643554688,-9.896332740783693,5.42360782623291,-11.350512504577635,-6.167332172393799,-14.595870018005373,5.866850852966309,-13.55718231201172,-9.6417236328125,-13.013164520263672,-11.174283027648926,-11.790647506713867,0
24,4bnHQCj8tnSEx37AR5HiQAH2vB32,0.4484563767910004,0.06259579956531525,2530.7738463682904,2308.0370713754032,4862.389838986282,0.17703569613821138,-371.0339660644531,40.435630798339844,-1.8496214151382449,1.991339921951294,3.4428412914276123,15.567071914672852,-4.050557613372804,-13.182788848876953,-1.911017894744873,-2.335543155670166,-5.331676006317139,-6.00154972076416,-7.43634033203125,-0.17982114851474762,-3.396380424499512,2.4500420093536377,0.17730505764484406,-0.19448237121105194,-2.909931898117065,-6.643729209899902,0
25,MF5f99sONpcYl5fYsVzh32XwSmm2,0.37682175636291504,0.08452601730823517,2163.8074523125424,1736.3767114120044,3938.239235101744,0.21751226380813954,-338.1847229003906,85.62584686279297,-21.156978607177734,8.849485397338867,-3.2722868919372563,21.542739868164066,-37.34089660644531,-21.28892517089844,-17.69344711303711,-10.90441608428955,10.3570556640625,-1.0488723516464231,-0.2725569009780884,-14.102971076965332,-4.446716785430908,-5.757689476013184,-4.854559898376465,-4.9484519958496085,-8.566725730895996,-1.8540170192718504,0
26,Okal6T0guFZi4Slm4k4MEyuCnyv1,0.3528274595737457,0.05513627827167511,1854.9221996390813,1620.7129411733652,3365.7304511012803,0.1645566641566265,-424.775146484375,62.13349914550781,-32.556907653808594,0.7113781571388245,7.326882362365723,-2.041500329971313,-20.73695182800293,-5.287111759185791,-13.140966415405273,-7.553643226623535,-2.44954514503479,-10.654927253723145,-5.430511951446533,-5.783600807189941,2.753906726837158,-6.423647403717041,-8.878274917602539,-3.848790645599365,-0.2654251754283905,-1.4167420864105225,0
28,2p5hBaoMtUZmVVEH3uJLvGbe9cB3,0.4569779932498932,0.05150702595710754,1711.3399742704926,1510.3791507983624,3196.1240469691265,0.1876941359186747,-407.3171081542969,80.29141235351562,-27.07650947570801,1.6217515468597412,-7.906420707702638,-11.752904891967773,-17.87407684326172,-10.219827651977539,0.9717644453048706,-6.959827899932861,-4.616508960723877,-9.808585166931152,-12.432053565979006,-6.912971019744872,-0.7795971632003784,-1.7800760269165041,-8.832925796508789,-5.636198043823242,-7.821171283721924,-8.793046951293945,0
29,Eg87yvzTcTOSRHlObK3w0ju4Ej82,0.5884384512901306,0.04192799329757689,2181.800883552883,1916.8181432206131,4246.019977072011,0.3158613564311594,-474.1705017089844,57.0468864440918,-24.07620429992676,4.862983226776123,-6.428537368774414,-8.046266555786133,-9.082923889160156,-6.109811782836914,-2.9565439224243164,-6.828048706054688,-6.5927467346191415,-7.009922981262207,-1.8399324417114256,-4.672426223754883,-6.484755992889403,-3.8762764930725098,-6.041594982147218,-5.260740280151367,-2.143876314163208,-4.215099334716797,0
30,uaUsXn0xVLYPvKNaxmTkn3WnQnM2,0.6618123650550842,0.02269433438777924,2127.815582716378,1875.470676846486,4174.749755859375,0.1782491932744565,-468.7269592285156,48.966552734375,-9.669119834899902,8.493025779724121,-6.053668022155763,-1.9654188156127932,-3.604321002960205,-6.667010307312013,1.6128931045532229,-3.9909343719482417,-5.444750308990479,-3.093050479888916,-3.773192644119263,-5.442742824554443,-3.4042696952819824,-3.7491381168365483,-7.77928352355957,-5.203384876251222,-3.807812213897705,-3.5729727745056152,0
31,tz1ZNXsqamf2TfVUYz3KxC4MZgi1,0.5436795353889465,0.026009444147348404,1817.9656584382706,1592.321247321578,3460.7829566140776,0.13357099514563106,-413.7885437011719,83.13729095458984,-18.577716827392575,29.05519676208496,-17.289337158203125,-4.2882046699523935,-6.452789783477782,-19.682228088378906,-5.526840686798097,-15.879752159118652,-9.623611450195312,-6.981720447540282,-5.68979549407959,-6.466308116912843,-12.614340782165527,-7.511248111724853,-6.500746250152588,-6.598513126373291,-8.650249481201174,-11.157238006591797,0
32,ELTqUBJoR4MPBzMZH3yL6yLMc283,0.5068526268005371,0.023101018741726875,2074.2556582741463,1866.9490434243708,4036.5996590307204,0.15536778336864407,-495.005615234375,45.91679000854492,-10.304083824157717,0.5124430060386658,-5.9948673248291025,0.6247758269309998,-5.850346565246582,-9.103493690490724,-7.097290515899657,-1.8788589239120483,-2.1696314811706543,-7.381532192230225,-1.786689519882202,0.2871280014514923,-2.4720702171325684,-6.23414421081543,-4.579773426055908,-4.808076858520508,-2.583690404891968,-1.0969902276992798,0
33,7IeLM4Wp0tOmjNfel0c9yK9gYVV2,0.4751727283000946,0.05945371836423874,1649.7597602603598,1565.529982393885,3172.6690204326924,0.1565655048076923,-385.1592102050781,92.38028717041016,-20.37615776062012,26.57997703552246,-7.189742565155028,-10.281933784484863,-5.293232440948486,-25.840347290039066,-24.97052955627441,-0.4182786345481873,-3.614006996154785,-9.773444175720217,-1.1352624893188477,-11.597235679626465,-1.0424453020095823,-5.653951168060303,-15.44920825958252,-9.760062217712402,-11.013012886047363,-7.0745930671691895,0
34,hCix5UmABWZVW40elRFgkGabPa52,0.42185854911804205,0.034308552742004395,2570.1321488468952,1953.8641103347306,4831.406001721399,0.2079498808262712,-450.4463195800781,46.4957389831543,-34.87770462036133,-5.531474113464356,-23.68298721313477,7.891584873199463,-10.078476905822754,-9.283570289611816,-16.8447265625,-1.4092857837677002,-1.288400650024414,-5.0991315841674805,-0.4445733428001404,-9.005674362182617,0.06807230412960052,-2.950261116027832,1.7718483209609983,-3.6316306591033936,3.432286739349365,0.7351327538490295,0
35,d6tJkKV7x1TFBe8WNnLhvLuoXgd2,0.4137749075889587,0.029466710984706882,2613.973196758252,2535.439936089837,5682.1623571595155,0.18173390858208954,-406.279296875,36.84297943115234,1.0163184404373171,-1.0013816356658936,1.5984365940093994,8.8714599609375,-9.487009048461914,-14.883618354797365,-8.723018646240233,1.1896324157714844,-6.068850994110107,-4.3119521141052255,-0.3854363858699799,5.003159999847412,-1.4978470802307131,-4.955215930938722,-3.552129030227661,-3.0157239437103267,-2.9599039554595947,-1.0746642351150513,0
36,lRsw8buO7jQSHGzSWIOPW5JboM82,0.4311770796775818,0.0428919792175293,2955.3151359145345,2216.5898987496835,5721.981500589623,0.24740381780660375,-355.27960205078125,50.07514190673828,-20.332218170166016,15.599664688110352,-25.204797744750977,15.13758945465088,-27.12723731994629,-4.358058452606201,-21.81338882446289,-1.377106785774231,-7.185080528259277,-18.74374389648437,4.272259712219238,-3.2662720680236816,-2.565296173095703,-10.715912818908693,4.1551122665405265,-6.929453372955322,-2.5130600929260254,-5.2995643615722665,0
37,DGWrVMD5yZc5jcjMzblC4kaBLmK2,0.44370749592781067,0.023398235440254208,2626.853998034113,1897.7023598706253,4484.748065358833,0.3071489304022082,-486.50238037109375,49.89308166503906,-21.911985397338867,5.0242791175842285,-6.698974609375,4.163054466247559,-10.90339469909668,-6.436460494995117,-10.664143562316896,2.9901440143585205,-10.40850830078125,-7.800147533416747,-0.891871988773346,-8.74635124206543,-2.6742935180664062,-4.974256992340088,2.685454130172729,-6.753273010253906,-0.5568596124649048,-0.22248421609401706,0
38,46bIeJk9J8XrD4ND2IPRMQzjJBt2,0.3803134560585022,0.000945590843912214,3128.3737090711766,2263.911824990721,5601.86279296875,0.2799641927083333,-653.6661987304688,69.79712677001953,-27.21327972412109,20.211885452270508,-62.82301712036133,18.138824462890625,-47.201622009277344,-0.7479681372642517,-17.902891159057614,-20.819849014282227,-4.453240871429443,-26.814611434936523,-0.9600120782852172,-21.57310676574707,4.543980598449707,1.1978473663330078,-2.6188828945159908,3.279688835144043,-4.429405212402344,1.7863953113555908,0
39,HwUhcAKwJIeckUi86cbzb3sTr5m2,0.4355234801769257,0.08919347077608109,1167.2171850949014,1273.0737032799166,2013.4943181818185,0.06737012987012987,-322.7855529785156,174.974609375,-20.005855560302734,-12.157146453857422,-6.160037517547607,-3.678161144256592,22.84689712524414,-1.9986006021499636,-6.430336952209473,-3.8792400360107417,-0.5308629274368286,-3.416731119155884,-15.522377014160154,-25.51713943481445,-13.457754135131836,-1.22564435005188,-9.338578224182127,2.4072284698486333,-3.310418128967285,-11.08889389038086,0
40,hLVaY0Dox1bLCTAqoq0wKKOqBjc2,0.3547228574752808,0.06718205660581589,1681.507597662444,1354.5283307131654,3027.20947265625,0.08788553873697917,-361.6375427246094,74.14073181152344,-23.86116981506348,5.807699203491211,-31.07086753845215,-1.2769590616226196,-8.117539405822754,-16.730522155761722,-22.70561790466309,-11.168926239013672,0.6564998626708984,-5.6924195289611825,-0.984304428100586,1.448780536651611,0.9441163539886476,-9.620217323303224,-3.3267688751220703,-8.9007568359375,-12.414725303649902,-1.4505192041397097,0
41,YHHZYBxPHsUWYITjtMRAixs3DX42,0.4476780593395233,0.051011286675930016,2532.4348538776503,2548.8564503418565,5406.66012174249,0.1476282989178445,-339.3104553222656,43.75715255737305,13.41830825805664,2.5466501712799072,-3.3889255523681636,1.8955591917037964,-3.971296548843384,-12.530155181884766,-18.49584197998047,-3.4320881366729736,-7.0017127990722665,-13.850481986999512,-4.882483959197998,1.1852184534072876,-6.54977560043335,1.215748310089111,-2.264204978942871,-5.004183769226074,1.2798759937286377,-4.6744041442871085,0
42,ZaTgRbDWn9d1MMPanam0NCupVCl1,0.42800530791282654,0.042933542281389236,2154.392269839217,1684.220606382956,3758.288804540094,0.2315804343553459,-405.6932373046875,62.79125595092773,-27.140323638916016,2.44113826751709,-22.325040817260746,-4.8077239990234375,-6.253458023071289,-10.795758247375488,-11.978277206420898,-3.235503673553467,-6.645989418029785,-8.709714889526367,-3.448720216751098,-11.073956489562988,-1.7675598859786987,-3.66328239440918,-4.503946781158447,-5.87096643447876,-4.188302516937257,0.1614440381526947,0
43,ymX9t6DWDHZTs28MODDSxDaOj4n2,0.5246403813362122,0.04485950618982315,2034.3211852535667,1637.9942189732626,3715.915991902834,0.2896436930668016,-410.5907287597656,44.66688919067383,-28.223018646240234,9.640832901000977,-11.03239631652832,-18.303905487060547,-5.264013290405273,-1.1911793947219849,-3.0627071857452397,-1.561919331550598,-1.140050172805786,-4.3009729385375985,1.293474793434143,-6.494977951049805,-4.869812965393066,0.045466125011444085,-6.880225658416747,-1.278012990951538,2.3707706928253174,-2.813587188720703,0
44,08tlSbvXpAggZavIGW994adhh1m1,0.4031009078025818,0.04149579629302025,3434.4894761974388,2251.2683240983333,5921.383351293103,0.3550777508381226,-390.4911804199219,26.247493743896484,-16.483161926269528,24.35528564453125,-26.284141540527344,8.898893356323242,-13.591198921203613,-0.998771905899048,-11.965723037719727,-0.7601323127746582,0.013338491320610045,-14.110553741455078,-3.4930949211120605,-15.084654808044435,0.3004017770290375,-5.075591087341309,-3.145326852798462,-4.970605850219727,-7.952016353607178,-6.165358066558838,0
46,WW9oVXsc3XdK0oO5RdE6WiQcz4k2,0.42166927456855774,0.035794295370578766,1794.8708024969656,1658.4364778974116,3364.094875169837,0.1465188731317935,-460.2314453125,56.16204452514648,-31.75010871887207,1.70325767993927,-1.6209444999694824,-13.38424301147461,-12.608624458312988,-1.644641399383545,-4.8481316566467285,0.3292794525623321,1.264694333076477,-7.838499546051025,-4.204941272735597,-3.73629093170166,-1.2153725624084473,-1.7394180297851562,-3.230757713317871,-2.8028485774993896,0.4771547317504883,1.5808864831924438,0
47,qyoosYbdlucXoQ1cKkN9wzV6vru2,0.38805630803108215,0.027569469064474102,2018.8843093672872,1893.4891636977834,4014.520378832547,0.15728552476415095,-454.10723876953125,47.31783676147461,0.948192298412323,20.622802734375,-19.85859680175781,-11.373442649841307,-14.152894973754885,-8.116141319274902,-4.492316246032715,-3.3628003597259517,-1.897379159927368,-2.242387056350708,-11.317238807678224,-15.332508087158205,-6.7942633628845215,-11.656277656555176,-2.724590301513672,-5.8825626373291025,-7.851994514465332,-4.680310249328613,0
48,ZzKpUtFGzsVEK7E1wsVGRftKdx93,0.0995853841304779,0.006992551032453775,559.9870973209831,491.01383497991935,1131.5822711569724,0.033790191473988436,-582.4832763671875,16.809669494628903,-4.024580955505371,-0.8750985264778137,-4.231394290924071,0.17369979619979858,-2.2577571868896484,-1.0909827947616575,-2.2524259090423584,-0.06340240687131883,-2.6954500675201416,0.08696089684963226,-0.6360439658164978,0.9769383072853088,-0.2541219592094421,-0.25825327634811396,-1.2590203285217283,-0.9934507012367249,-1.419911503791809,-1.917115330696106,0
49,YA7NFQZSqwUZUJGPAh5tRe22woB2,0.3916762173175812,0.0460471473634243,2735.89927330702,1659.8682167896552,4518.695864470109,0.2300866168478261,-341.8735656738281,64.19333648681639,-62.05204391479492,46.7769546508789,-52.67314910888672,-20.548938751220703,-19.967609405517575,0.6988639235496521,0.420011430978775,-14.684523582458494,-9.292754173278807,-6.067363739013673,-0.06431756913661958,-17.807111740112305,-3.17718768119812,-10.243629455566406,-10.40636920928955,-5.549692153930664,-5.756425380706787,-2.805093765258789,0
50,az5zELVN7ObicxGrBLMoX8ki1LF2,0.421663761138916,0.011067144572734831,1629.1969538369885,1564.3228802492765,3030.335522129525,0.2005554475395928,-552.5030517578125,95.19092559814452,-5.409531116485597,-6.727763175964356,-20.232799530029297,-11.638921737670898,-6.305867671966553,-24.86628532409668,-16.176570892333984,1.4255152940750122,-1.5081502199172974,-7.930224418640138,-2.284810304641724,-3.6104199886322017,-5.8099098205566415,-1.1824970245361328,-5.391982078552246,-6.607245445251465,-3.7026984691619873,-4.66688871383667,0
51,XFlqN1sDBKNXyuORhVagkJnr5V33,0.497624546289444,0.01876136288046837,2483.802330346752,2255.8698687230703,4854.161704458841,0.16161769109320556,-450.16790771484375,53.12769317626953,-0.5361013412475586,15.134676933288574,3.517371416091919,0.1177252233028412,-16.41811180114746,-13.956750869750975,-16.401847839355472,-2.158771753311157,-11.32401180267334,-9.408647537231444,-12.733306884765625,-1.249255895614624,-10.392550468444824,-8.186784744262695,-4.891322612762451,-6.803414821624756,-3.7025983333587646,-0.038381438702344894,0
52,nsKPMVQ77PdvSk4XO3Ri21f1YeH2,0.3608027994632721,0.07503528147935867,1524.6209460891866,1405.7345530707585,2973.463573270631,0.09445160800970874,-329.6743469238281,94.64281463623048,-27.03806495666504,11.63875675201416,-25.672332763671875,-3.870534420013428,-10.10122013092041,-21.78864097595215,-23.17275428771973,-7.980411052703857,3.247364282608032,-7.290537357330322,-5.753695487976074,-8.72993278503418,-6.809190273284912,-13.477313041687012,-4.419359683990479,-8.232316017150879,-12.737156867980955,2.6804261207580566,0
